Playlist Category,Order,File name,Composer First Name,Composer Last Name,Title,Performer(s),Album,Album Catalog Number,Album Artwork (small),Album Artwork (large),time1,snip1,resource1,bucket1,tags1,time2,snip2,resource2,bucket2,tags2,time3,snip3,resource3,bucket3,tags3,time4,snip4,resource4,bucket4,tags4,time5,snip5,resource5,bucket5,tags5,time6,snip6,resource6,bucket6,tags6,time7,snip7,resource7,bucket7,tags7,time8,snip8,resource8,bucket8,tags8,time9,snip9,resource9,bucket9,tags9,time10,snip10,resource10,bucket10,tags10,time11,snip11,resource11,bucket11,tags11
Exercising,10,34571.mp3,Pyotr Ilyich ,Tchaikovsky,"1812 Overture, Op. 49: Finale","Oslo Philharmonic Orchestra; Mariss Jansons, conductor","Tchaikovsky, Mussorgsky, Smetana and Others",EMI 64291,http://soundsnips.djangozoom.net/images/artwork/30x30.png,/images/artwork/ios/albums/exercisingtchaikovsky.png,03:01,"In 1893, Tchaikovsky ""officially"" died of cholera. His death has always been clouded in intrigue -- some say he committed suicide because of his relationship with a duke -- but nothing can be solidly confirmed.  ",http://www.oxfordmusiconline.com.libproxy.usc.edu/subscriber/article/grove/music/51766pg6#S51766.6,,,01:51,"Tchaikovsky tried to submit himself to societal conventions and, in 1877, married an admirer of his work -- but it ended in disaster. Two months after his wedding, Tchaikovsky attempted suicide and quickly separated from his new bride. ",NPR book,,,01:35,"Tchaikovsky: ""Truly, there would be reasons to go mad were it not for music.""",,,,00:01,"This track has been excerpted from the larger ""Overture"" movement. It essentially serves as the finale, however it is not a designated section of the piece. ",,compositional,"finale, ending, ",02:10,"For conductor Mariss Jansons, music direction runs in the family. His father was head of the Riga State Opera in Latvia. ",,,,02:33,"The booming noise is produced by a large bass drum. Originally, Tchaikovsky wrote this part for a canon, but not all percussionists have access to such weaponry. (We think that's probably a good thing.)",score,compositional/orchestrational,"canon, drum, ",00:17,"In 1876, Nadezhda von Meck (widow of a railroad baron) offered Tchaikovsky financial support and constant correspondence on the condition that they never physically meet. Tchaikovsky accepted her mysterious offer and the patronage lasted for 14 years.",NPR book,,,,,,,,,,,,,00:39,Tchaikovsky composed throughout the Romantic era of the mid-19th century. ,,,,00:58,"As perhaps the most famous Russian composer of all time, Tchaikovsky combined Russian nationalistic tones with classical tradition. His style is known as bombastic, colorful and overwhelmed with emotion.",http://www.laphil.com/philpedia/artist-detail.cfm?id=30,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,TOTAL,93,,,,,,10,,,,,10,,,,,9,,,,,10,,,,,9,,,,,10,,,,,7,,,,,,,,,,8,,,,,10,,,,,10,,,
