Playlist Category,Order,File name,Composer First Name,Composer Last Name,Title,Performer(s),Album,Album Catalog Number,Album Artwork (small),Album Artwork (large),time1,snip1,resource1,bucket1,tags1,time2,snip2,resource2,bucket2,tags2,time3,snip3,resource3,bucket3,tags3,time4,snip4,resource4,bucket4,tags4,time5,snip5,resource5,bucket5,tags5,time6,snip6,resource6,bucket6,tags6,time7,snip7,resource7,bucket7,tags7,time8,snip8,resource8,bucket8,tags8,time9,snip9,resource9,bucket9,tags9,time10,snip10,resource10,bucket10,tags10,time11,snip11,resource11,bucket11,tags11
Traveling,10,20711.mp3,John ,Adams,The Chairman Dances,"San Francisco Symphony; Edo de Waart, conductor",The Chairman Dances,Nonesuch 79144,http://soundsnips.djangozoom.net/images/artwork/30x30.png,/images/artwork/ios/albums/travelingadams.jpg,00:15,"Adams is a big believer in emotive compositions. He says he first got the idea while listening to a Wagner opera in his car. He thought to himself, ""He cares.""",http://topics.nytimes.com/top/reference/timestopics/people/a/john_adams/index.html,history,,05:30,"Beginning in the early 1960s, this repetitious aesthetic became popular among young American composers, and thus the American Minimalist school was born. ","Keith Potter. ""Minimalism."" Grove Music Online. Oxford Music Online. 17 Oct. 2011<http://www.oxfordmusiconline.com.libproxy.usc.edu/subscriber/article/grove/music/40603>.",compositional,"minimalism, periodicity, rhythm, repetition",06:15,"Adams: ""I think people should just be exposed all the time to great art. That sounds like a really simple, grandiose statement, but I think it's really true.""",http://www.thedailybeast.com/newsweek/2009/02/04/no-culture-czar.html,history,"quote, adams, art, ",04:10,"Here, the repetitious rhythmic figure is interrupted by a dance in a slower tempo. The irregular relationship between the violins and percussion instruments creates ""metric ambiguity.""",,compositional,"syncopation, irregularity",08:45,The San Francisco Symphony is deeply committed to educational philanthropy. They help organize after-school programs and produce PBS multimedia projects. ,http://www.sfskids.org/templates/splash.asp,history,"san francisco symphony, children, philanthropy",02:21,"The repetitious woodblock (an un-tuned instrument) serves an ""auxiliary"" function. It creates rhythm instead of melody. ",,music,"woodblock, percussion",04:45,"The ""Chairman"" of Adams' work is none other than Chairman Mao, who served as the leader of communist China from 1943 to 1976.","http://www.earbox.com/W-chairmandances.html ;Allan Kozinn. ""Nixon in China."" The New Grove Dictionary of Opera. Ed. Stanley Sadie. Grove Music Online. Oxford Music Online. 17 Oct. 2011 <http://www.oxfordmusiconline.com.libproxy.usc.edu/subscriber/article/grove/music/O903478>.",history,"Nixon, China, Mao, Communism, Chairman, adams",07:30,"This composition is featured in the video game Civilization IV (during the ""modern era"").",http://en.wikipedia.org/wiki/Music_in_the_Civilization_video_game_series#Civilization_IV,history,video games,03:14,"Adams won a Pulitzer Prize for ""On The Transmigration of Souls"" -- a work based on the 9/11 terrorist attack in the United States. ",http://www.allmusic.com/artist/john-adams-q6985/biography,,,10:05,Adams has composed throughout the latter half of the 20th century and continues to compose well into the 21st. ,,,,11:13,"John Adams is considered an important figure in Minimalism. His operas feature contemporary events, such as natural or political disasters, and are frequently performed worldwide.",http://www.allmusic.com/artist/john-adams-q6985/biography,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,TOTAL,93,,,,,,10,,,,,9,,,,,9,,,,,10,,,,,10,,,,,10,,,,,8,,,,,2,,,,,7,,,,,10,,,,,8,,,
